codcfo,valorm2
00003286,113.000000
00004160,113.000000
00002953,113.080000
00002693,113.130000
00004809,113.190000
00002214,113.250000
00014587,113.300000
00000088,113.340000
00017550,113.360000
00003515,113.490000
00002691,113.530000
00006023,113.540000
00006221,113.540000
00022770,113.610000
00024348,113.610000
00005173,113.740000
00000663,113.850000
00001375,113.900000
00005255,113.930000
00000323,114.120000
00001153,114.270000
00000432,114.410000
00017177,114.410000
00002687,114.490000
00000630,114.600000
00001776,114.720000
00000347,114.810000
00001039,114.950000
00001040,114.950000
00000178,115.000000
00004206,115.030000
00005731,115.030000
00001383,115.050000
00001158,115.230000
00001161,115.230000
00001142,115.230000
00000359,115.250000
00002924,115.290000
00004808,115.290000
00003325,115.510000
00005203,115.560000
00005204,115.560000
00000402,115.560000
00009129,115.560000
00021006,115.560000
00025385,115.620000
00000328,115.750000
00001826,115.850000
00001749,115.860000
00000286,115.990000
00000393,116.040000
00002653,116.070000
00001819,116.080000
00000763,116.140000
00014767,116.220000
00023962,116.220000
00021401,116.220000
00016446,116.240000
00002678,116.300000
00013789,116.320000
00014755,116.330000
00000773,116.330000
00000717,116.330000
00000854,116.330000
00000786,116.330000
00000782,116.330000
00000813,116.330000
00000931,116.330000
00000946,116.330000
00000947,116.330000
00000897,116.330000
00000899,116.330000
00000880,116.330000
00000872,116.330000
00000873,116.330000
00005050,116.330000
00006883,116.330000
00006342,116.330000
00018934,116.330000
00025920,116.330000
00025796,116.330000
00002679,116.390000
00001816,116.390000
00016485,116.400000
00026497,116.400000
00000886,116.450000
00000282,116.460000
00018326,116.530000
00005787,116.540000
00017808,116.560000
00002988,116.580000
00001801,116.600000
00001381,116.600000
00015831,116.650000
00014369,116.670000
00023336,116.670000
00000329,116.700000
00002675,116.750000
00022523,116.800000
00001790,116.900000
00001203,116.900000
00000394,116.960000
00005297,117.030000
00001160,117.180000
00001334,117.280000
00001331,117.280000
00000765,117.300000
00000202,117.310000
00023890,117.320000
00000337,117.340000
00010020,117.410000
00001786,117.470000
00020880,117.560000
00002147,117.660000
00021286,117.860000
00016546,117.870000
00004939,117.880000
00001221,118.000000
00013494,118.140000
00001792,118.180000
00001796,118.180000
00002616,118.360000
00002259,118.400000
00015834,118.600000
00002669,118.610000
00004017,118.630000
00002665,118.650000
00000941,118.660000
00002913,119.220000
00000357,119.430000
00001774,119.520000
00001799,119.530000
00004474,119.530000
00001391,119.560000
00001259,119.600000
00000056,119.610000
00000520,119.660000
00000052,119.670000
00000098,119.670000
00000081,119.670000
00000023,119.670000
00000026,119.670000
00000032,119.670000
00000036,119.670000
00000180,119.670000
00000181,119.670000
00000183,119.670000
00000185,119.670000
00001260,119.670000
00001261,119.670000
00001264,119.670000
00001218,119.670000
00001212,119.670000
00001175,119.670000
00001183,119.670000
00001186,119.670000
00001256,119.670000
00001257,119.670000
00002915,119.670000
00002749,119.670000
00005378,119.670000
00003481,119.670000
00006012,119.670000
00006369,119.670000
00006595,119.670000
00017385,119.670000
00002858,119.720000
00000835,119.770000
00013347,119.800000
00021904,119.860000
00001794,119.870000
00000420,119.890000
00001361,119.910000
00001740,119.910000
00001971,119.910000
00002692,119.920000
00001123,119.920000
00026236,119.970000
00023423,119.980000
00023424,119.980000
00001435,119.980000
00001657,119.980000
00001663,119.980000
00005788,119.980000
00005859,119.980000
00003396,120.000000
00000381,120.000000
00025380,120.000000
00000287,120.030000
00002664,120.210000
00016094,120.360000
00023759,120.400000
00000890,120.420000
00006549,120.670000
00012598,120.750000
00003309,120.850000
00000438,120.880000
00001921,120.920000
00000451,121.170000
00003171,121.180000
00005740,121.310000
00025668,121.500000
00004621,121.730000
00000942,121.770000
00018919,121.810000
00001756,121.840000
00000059,121.940000
00000382,122.000000
00000330,122.000000
00000401,122.000000
00000395,122.000000
00000392,122.000000
00002725,122.000000
00004311,122.170000
00001118,122.200000
00016963,122.220000
00001385,122.310000
00000885,122.380000
00005016,122.470000
00001127,122.620000
00001124,122.630000
00001119,122.640000
00001112,122.640000
00002877,122.670000
00002916,122.670000
00002917,122.670000
00002918,122.670000
00002920,122.670000
00002881,122.670000
00004223,122.670000
00003955,122.670000
00001109,122.690000
00003493,122.700000
00001122,122.750000
00015026,122.760000
00001691,122.830000
00004898,122.840000
00001130,122.850000
00014096,122.900000
00001365,122.910000
00001379,122.910000
00001380,122.910000
00000816,122.940000
00000925,122.950000
00001098,122.960000
00001436,122.980000
00001429,122.980000
00001499,122.980000
00001512,122.980000
00001294,122.980000
00001623,122.980000
00001607,122.980000
00001608,122.980000
00001616,122.980000
00001626,122.980000
00004783,122.980000
00005309,122.980000
00008799,122.980000
00020646,122.980000
00001724,122.990000
00001296,123.000000
00001289,123.000000
00001290,123.000000
00001298,123.000000
00001302,123.000000
00001304,123.000000
00001273,123.000000
00001268,123.000000
00001269,123.000000
00001270,123.000000
00001276,123.000000
00001282,123.000000
00001325,123.000000
00001187,123.000000
00001176,123.000000
00001177,123.000000
00001168,123.000000
00001173,123.000000
00001207,123.000000
00001208,123.000000
00001204,123.000000
00001205,123.000000
00001200,123.000000
00001189,123.000000
00001191,123.000000
00001265,123.000000
00001246,123.000000
00001217,123.000000
00001233,123.000000
00001227,123.000000
00001102,123.000000
00001104,123.000000
00001105,123.000000
00001114,123.000000
00001075,123.000000
00001076,123.000000
00001077,123.000000
00001078,123.000000
00001084,123.000000
00001085,123.000000
00001086,123.000000
00001087,123.000000
00001082,123.000000
00001089,123.000000
00001091,123.000000
00001093,123.000000
00001131,123.000000
00001126,123.000000
00001135,123.000000
00001140,123.000000
00001159,123.000000
00001154,123.000000
00001143,123.000000
00001144,123.000000
00001055,123.000000
00001057,123.000000
00001061,123.000000
00001062,123.000000
00001066,123.000000
00001068,123.000000
00001070,123.000000
00001072,123.000000
00001050,123.000000
00001051,123.000000
00001052,123.000000
00001053,123.000000
00001025,123.000000
00001026,123.000000
00001028,123.000000
00000991,123.000000
00000992,123.000000
00000993,123.000000
00000994,123.000000
00001004,123.000000
00001006,123.000000
00001007,123.000000
00001008,123.000000
00001009,123.000000
00001011,123.000000
00001012,123.000000
00000935,123.000000
00000888,123.000000
00000903,123.000000
00004727,123.000000
00003492,123.000000
00004158,123.000000
00003294,123.000000
00005753,123.000000
00006686,123.000000
00006490,123.000000
00009770,123.000000
00011113,123.000000
00013892,123.000000
00016221,123.000000
00020933,123.000000
00021001,123.000000
00017586,123.000000
00017891,123.000000
00018916,123.000000
00018508,123.000000
00025993,123.000000
00026010,123.000000
00024485,123.000000
00002668,123.060000
00000923,123.070000
00001849,123.380000
00000065,123.440000
00000417,123.550000
00002674,123.600000
00006165,123.670000
00005875,123.750000
00009199,123.780000
00001846,123.800000
00018150,123.840000
00000996,123.860000
00000308,123.930000
00005082,124.080000
00000975,124.220000
00001842,124.350000
00002695,124.380000
00000342,124.440000
00000407,124.440000
00000405,124.440000
00001841,124.470000
00000469,124.490000
00000969,124.600000
00001840,124.640000
00002660,124.690000
00003320,124.690000
00016732,124.790000
00024406,125.000000
00024659,125.000000
00025846,125.000000
00000389,125.000000
00000386,125.000000
00003322,125.170000
00002657,125.200000
00002686,125.220000
00000915,125.220000
00021929,125.340000
00002671,125.400000
00000907,125.460000
00001060,125.460000
00001083,125.460000
00001108,125.460000
00001300,125.460000
00013870,125.460000
00018004,125.460000
00000721,125.540000
00005221,125.560000
00000175,125.600000
00025142,125.610000
00001366,125.710000
00001393,125.790000
00001392,125.910000
00001389,125.910000
00001420,125.910000
00001432,125.910000
00001417,125.910000
00001458,125.910000
00001446,125.910000
00001453,125.910000
00001460,125.910000
00022426,125.910000
00022711,125.910000
00007102,125.940000
00003285,125.980000
00003415,125.980000
00001452,125.980000
00001503,125.980000
00001516,125.980000
00001520,125.980000
00001521,125.980000
00001524,125.980000
00001528,125.980000
00000548,125.980000
00001728,125.980000
00001709,125.980000
00001629,125.980000
00001583,125.980000
00001591,125.980000
00001597,125.980000
00001602,125.980000
00001542,125.980000
00001557,125.980000
00001571,125.980000
00001633,125.980000
00001651,125.980000
00001656,125.980000
00001705,125.980000
00001681,125.980000
00016132,125.980000
00020107,125.980000
00001570,126.230000
00002651,126.270000
00001149,126.270000
00001706,126.290000
00005417,126.320000
00003559,126.330000
00002878,126.330000
00000127,126.330000
00000135,126.330000
00000120,126.330000
00000122,126.330000
00002115,126.350000
00001455,126.400000
00000464,126.430000
00001760,126.460000
00001338,126.510000
00001622,126.580000
00001308,126.590000
00001440,126.650000
00020062,126.660000
00011224,126.750000
00000396,126.820000
00002684,127.030000
00001443,127.080000
00000968,127.130000
00002934,127.170000
00003672,127.240000
00000491,127.330000
00001714,127.400000
00006382,127.430000
